application_name,business_process,module_name,module_role,lines_of_code,branch_instruction_count,called_module_count,calling_module_count,file_io_count,database_access_count,macro_call_count,packed_decimal_instruction_count,historical_defect_count,change_count_last_12_months,comment_ratio,unsupported_instruction_count,risk_level
Current Accounts,Balance Maintenance,UPDTM30,Compliance,593,147,5,6,8,4,17,65,9,10,0.21,1,Medium
Shared Utilities,Format Utility,MASKU92,Utility,8525,71,3,25,10,2,17,10,27,35,0.12,3,High
Payments,Standing Instructions,STNDC32,Calculation,3372,9,8,4,2,0,3,65,1,1,0.28,1,Low
Payments,Internal Transfer,POSTA42,Audit,1804,202,14,15,6,3,10,77,17,17,0.16,10,High
Savings Accounts,Account Opening,SAVM74,Compliance,3687,81,9,10,2,4,4,34,11,11,0.33,4,Medium
Fixed Deposits,Interest Posting,GLMA46,Audit,3593,141,8,12,6,4,13,15,11,10,0.11,3,High
Shared Utilities,Date Utility,CALV04,Validation,3737,70,21,15,6,4,13,66,29,32,0.16,8,High
Current Accounts,Overdraft Control,BALA09,Audit,2001,64,13,12,7,14,25,40,31,34,0.18,8,High
Current Accounts,Charge Calculation,FEEB68,DatabaseAccess,589,22,1,2,5,11,7,53,1,1,0.5,1,Low
Compliance,Sanction Screening,RULEV70,Validation,7973,58,18,6,8,10,13,25,27,33,0.11,4,High
Current Accounts,Overdraft Control,BALV17,Validation,1131,89,5,6,4,2,7,26,0,2,0.36,1,Low
Fixed Deposits,Interest Posting,INTC18,Calculation,7403,24,2,4,0,0,5,72,1,6,0.39,1,Low
Credit Cards,Fee Calculation,GLMP98,BatchProcessor,4925,56,13,10,6,2,20,32,9,12,0.18,1,Medium
Payments,Standing Instructions,SCHDV24,Validation,379,76,7,8,5,5,13,3,7,8,0.3,1,Medium
Payments,Internal Transfer,XFERB05,DatabaseAccess,3806,9,15,4,1,6,19,14,2,1,0.24,1,Low
Current Accounts,Charge Calculation,CHGD13,Driver,967,52,16,3,7,5,24,64,5,5,0.2,0,Medium
Savings Accounts,Account Opening,ACCTC38,Calculation,3846,17,2,2,4,0,1,49,1,5,0.18,0,Low
Savings Accounts,Deposit Posting,BALA79,Audit,825,64,5,11,3,9,31,48,20,32,0.17,3,High
Customer Management,KYC Verification,IDCHKC92,Calculation,3980,34,0,10,5,0,4,40,0,3,0.24,0,Low
Fixed Deposits,FD Renewal,CUSTC81,Calculation,4635,25,3,8,1,3,3,67,3,5,0.51,0,Low
Loans,Loan Origination,DOCP42,BatchProcessor,2064,20,10,6,9,2,15,43,3,15,0.15,3,Medium
Loans,Interest Calculation,POSTV70,Validation,2042,30,3,14,10,5,11,21,10,7,0.14,3,Medium
Credit Cards,Authorization,AUTHV57,Validation,839,99,15,4,1,6,8,39,9,15,0.31,4,Medium
Compliance,AML Monitoring,SCANP82,BatchProcessor,1252,69,4,15,15,8,11,5,5,12,0.2,2,Medium
Payments,Standing Instructions,POSTB71,DatabaseAccess,3849,61,6,1,10,15,17,8,3,10,0.2,3,Medium
Compliance,AML Monitoring,AMLM36,Compliance,2893,53,2,2,0,5,4,5,1,4,0.6,5,Low
Customer Management,KYC Verification,DOCA21,Audit,4358,93,15,7,10,12,11,52,22,35,0.13,8,High
Shared Utilities,Error Handling,MSGC61,Calculation,1988,32,2,25,5,0,1,72,2,4,0.42,1,Low
Loans,Interest Calculation,POSTC24,Calculation,5262,41,3,5,3,4,9,66,4,4,0.36,4,Medium
Fixed Deposits,Interest Posting,FDINTB07,DatabaseAccess,6348,77,2,1,8,7,17,36,3,9,0.16,0,Medium
Reporting,Month End Reporting,SUMR34,ReportWriter,6384,12,3,6,5,0,4,3,0,1,0.42,0,Low
Payments,Standing Instructions,STNDC82,Calculation,396,20,10,8,2,2,1,68,0,3,0.4,0,Low
Shared Utilities,Date Utility,HOLU37,Utility,1463,18,3,19,2,2,4,12,2,0,0.23,1,Low
Savings Accounts,Withdrawal Processing,BALD82,Driver,5595,40,9,3,1,5,25,65,11,15,0.19,2,Medium
Current Accounts,Balance Maintenance,ACCTB46,DatabaseAccess,7879,98,11,24,3,10,20,45,32,34,0.16,10,High
Fixed Deposits,FD Closure,CLOSEB18,DatabaseAccess,3534,18,4,1,4,7,11,1,2,3,0.44,0,Low
Customer Management,Customer Onboarding,ONBRR04,ReportWriter,6710,210,13,24,11,6,17,49,13,25,0.19,6,High
Fixed Deposits,Interest Posting,ACCRV48,Validation,5791,23,4,9,2,2,4,7,2,3,0.46,0,Low
Credit Cards,Authorization,FRDA32,Audit,5355,36,3,12,5,3,14,18,2,4,0.32,2,Medium
Loans,Loan Origination,CREDV50,Validation,3910,40,1,9,3,0,8,61,0,3,0.5,1,Low
Shared Utilities,Packed Decimal Utility,DECU80,Utility,5920,78,2,23,8,8,4,17,6,10,0.34,1,Medium
Savings Accounts,Interest Posting,STMTR42,ReportWriter,6294,15,1,4,14,0,5,17,0,6,0.42,1,Low
Shared Utilities,Error Handling,ERRA55,Audit,3788,23,7,14,8,8,17,12,6,9,0.19,1,Medium
Reporting,Month End Reporting,MONR53,ReportWriter,3293,10,4,8,5,3,2,13,3,5,0.58,1,Low
Payments,Internal Transfer,ACCTD09,Driver,3773,81,13,15,7,5,10,16,9,15,0.27,2,Medium
Credit Cards,Limit Management,CRLIMC78,Calculation,5833,158,9,16,14,9,16,65,22,17,0.22,6,High
Payments,Standing Instructions,DATEU22,Utility,1908,46,11,16,5,6,6,38,3,17,0.32,1,Medium
Credit Cards,Limit Management,CRLIMC73,Calculation,1199,47,7,15,7,4,7,72,5,10,0.32,4,Medium
Reporting,Month End Reporting,RPTD15,Driver,8899,22,16,9,5,3,9,1,2,1,0.62,1,Low
Reporting,Month End Reporting,RPTU17,Utility,4654,203,3,21,14,6,25,5,28,16,0.19,4,High
Credit Cards,Limit Management,AUTHR70,ReportWriter,6011,37,13,9,9,1,2,36,3,6,0.35,1,Low
Shared Utilities,Error Handling,ABNDV24,Validation,6923,200,16,20,6,4,27,71,29,20,0.02,9,High
Fixed Deposits,Interest Posting,INTV28,Validation,2160,194,21,5,12,11,28,47,34,25,0.18,10,High
Loans,EMI Processing,PAYV92,Validation,2934,189,19,5,15,12,18,82,31,29,0.12,9,High
Loans,Interest Calculation,INTP05,BatchProcessor,3222,26,4,7,6,3,7,27,1,3,0.52,1,Low
Current Accounts,Balance Maintenance,UPDTU30,Utility,7804,125,3,16,15,8,16,83,29,11,0.17,3,High
Payments,Standing Instructions,DATEM67,Compliance,650,153,17,11,2,9,16,49,16,34,0.01,8,High
Current Accounts,Overdraft Control,BALR28,ReportWriter,467,111,21,15,14,2,10,36,28,26,0.06,6,High
Compliance,AML Monitoring,RULEM07,Compliance,4047,66,10,10,9,8,9,14,11,4,0.23,8,Medium
Customer Management,Customer Profile Maintenance,PROFV62,Validation,1982,137,5,1,5,3,13,15,8,11,0.32,2,Medium
Savings Accounts,Account Opening,ACCTU98,Utility,7292,212,1,11,4,12,11,48,32,26,0.22,8,High
Credit Cards,Limit Management,CARDU84,Utility,4649,43,4,15,10,7,15,27,11,17,0.08,2,Medium
Savings Accounts,Interest Posting,ACCRU72,Utility,4376,16,4,15,3,1,4,39,0,0,0.54,0,Low
Shared Utilities,Date Utility,CALU19,Utility,4200,157,0,26,14,11,13,65,31,30,0.13,4,High
Credit Cards,Fee Calculation,POSTC46,Calculation,660,23,15,4,3,2,5,64,0,1,0.52,1,Low
Payments,Internal Transfer,POSTA65,Audit,330,25,8,8,0,3,7,9,0,6,0.47,0,Low
Loans,Interest Calculation,ACCRV43,Validation,3784,101,18,20,16,11,18,63,17,33,0.13,7,High
Loans,Collections,NOTICD72,Driver,8430,215,21,8,3,6,27,52,18,13,0.05,9,High
Fixed Deposits,FD Renewal,FDMP94,BatchProcessor,3917,7,3,0,8,0,20,15,3,0,0.2,1,Low
Fixed Deposits,FD Creation,ACCTC97,Calculation,4786,11,3,5,5,0,2,37,0,3,0.5,0,Low
Compliance,Sanction Screening,SANCP99,BatchProcessor,3902,11,0,0,15,2,11,0,0,6,0.44,8,Low
Compliance,Audit Logging,AUDI00,Interface,3981,105,21,13,5,11,22,38,18,24,0.07,9,High
Customer Management,Customer Onboarding,ADDRD61,Driver,2474,190,16,23,5,9,22,63,18,30,0.22,7,High
Payments,Internal Transfer,POSTA79,Audit,3306,38,12,8,8,2,17,30,5,9,0.18,3,Medium
Compliance,AML Monitoring,SCANR40,ReportWriter,5485,182,5,15,12,10,17,49,30,30,0.06,7,High
Reporting,Management MIS,DASHB55,DatabaseAccess,5460,209,8,19,3,6,24,29,25,20,0.0,8,High
Payments,Bill Payment,PAYA48,Audit,3029,35,6,2,3,1,6,10,2,2,0.45,1,Low
Reporting,Year End Reporting,GLMR71,ReportWriter,7691,188,13,11,11,6,14,68,33,15,0.17,9,High
Loans,Loan Origination,CREDC22,Calculation,2955,54,7,2,8,2,4,35,2,9,0.16,0,Medium
Shared Utilities,Packed Decimal Utility,UTILB39,DatabaseAccess,3151,35,0,12,0,10,9,0,0,3,0.33,1,Low
Current Accounts,Balance Maintenance,LEDGR89,ReportWriter,5145,36,2,2,10,3,5,40,2,2,0.54,1,Low
Reporting,Month End Reporting,RECONR81,ReportWriter,8840,206,13,23,15,11,25,10,29,26,0.12,4,High
Savings Accounts,Account Opening,CUSTD35,Driver,1099,170,6,10,15,8,20,52,8,15,0.18,10,High
Fixed Deposits,FD Creation,CUSTC37,Calculation,7507,8,4,2,3,3,7,37,1,4,0.29,0,Low
Savings Accounts,Account Opening,ACCTA87,Audit,485,16,4,0,1,3,8,64,0,3,0.5,1,Low
Loans,EMI Processing,INSTU52,Utility,2391,58,4,25,3,3,13,42,7,10,0.21,1,Medium
Compliance,AML Monitoring,TXNV32,Validation,1915,60,7,14,3,1,14,8,8,18,0.12,5,Medium
Savings Accounts,Deposit Posting,BALR82,ReportWriter,6967,10,4,3,3,3,6,32,2,0,0.44,0,Low
Shared Utilities,Date Utility,CALU51,Utility,676,156,0,22,12,2,16,10,12,15,0.12,3,High
Savings Accounts,Withdrawal Processing,LIMM92,Compliance,4066,153,11,21,2,8,31,67,24,20,0.22,9,High
Savings Accounts,Withdrawal Processing,WDRB17,DatabaseAccess,3823,28,7,1,2,10,11,60,4,8,0.13,3,Medium
Fixed Deposits,FD Renewal,CUSTR64,ReportWriter,5904,75,4,11,3,3,8,39,10,15,0.15,1,Medium
Current Accounts,Overdraft Control,ODMV37,Validation,4256,138,3,12,7,8,18,44,2,8,0.23,2,Medium
Current Accounts,Overdraft Control,LIMC35,Calculation,3311,38,4,12,4,7,18,64,2,18,0.37,3,Medium
Compliance,Regulatory Reporting,REGV91,Validation,1122,65,0,2,1,1,4,2,3,0,0.41,5,Low
Loans,Loan Origination,DOCC47,Calculation,2947,124,8,9,7,13,8,74,28,23,0.08,4,High
Compliance,AML Monitoring,RULEA98,Audit,5120,43,4,8,8,2,16,19,2,6,0.16,4,Medium
Shared Utilities,Error Handling,UTILU77,Utility,2646,63,1,24,5,10,29,40,33,35,0.16,5,High
Compliance,Audit Logging,LOGR41,ReportWriter,5500,183,9,18,13,9,31,28,21,35,0.12,7,High
Credit Cards,Fraud Detection,AUTHP62,BatchProcessor,6410,73,16,23,15,14,14,67,19,10,0.16,6,High
Reporting,Year End Reporting,AUDR68,ReportWriter,7801,35,2,0,7,0,6,13,2,3,0.22,0,Low
Current Accounts,Balance Maintenance,ACCTA72,Audit,288,168,17,11,8,2,31,68,19,15,0.06,10,High
Shared Utilities,Format Utility,UTILU56,Utility,4467,43,4,16,10,7,18,22,6,10,0.36,1,Medium
Reporting,Year End Reporting,AUDU35,Utility,2158,9,1,18,2,2,6,6,0,0,0.55,0,Low
Loans,Loan Closure,CLOSER03,ReportWriter,7500,30,5,0,10,3,3,47,1,0,0.46,1,Low
Customer Management,Customer Onboarding,ONBRP50,BatchProcessor,5636,63,22,4,16,3,19,7,19,14,0.22,9,High
Customer Management,Customer Profile Maintenance,CUSTM96,Compliance,5037,56,10,3,3,10,15,34,2,13,0.28,0,Medium
Fixed Deposits,FD Creation,FDMV93,Validation,627,54,2,5,1,0,5,11,3,5,0.25,1,Low
Fixed Deposits,FD Renewal,FDMB70,DatabaseAccess,222,131,14,4,5,16,20,55,28,24,0.08,2,High
Payments,Bill Payment,SCHDI09,Interface,435,19,7,0,0,3,12,7,0,4,0.58,1,Low
Fixed Deposits,FD Renewal,DATEI10,Interface,7356,98,19,4,13,13,20,46,29,16,0.17,2,High
Credit Cards,Fee Calculation,CALCC63,Calculation,8609,97,20,11,6,5,19,50,13,31,0.03,6,High
Reporting,Management MIS,DASHI84,Interface,7718,37,16,6,5,0,20,2,3,2,0.52,0,Low
Fixed Deposits,FD Renewal,FDMC83,Calculation,5087,29,5,9,5,0,4,16,0,5,0.55,1,Low
Credit Cards,Limit Management,CRLIMC65,Calculation,441,198,17,17,11,11,8,76,20,32,0.01,4,High
Credit Cards,Settlement,POSTA80,Audit,2546,59,10,13,3,4,10,17,3,8,0.13,0,Medium
Credit Cards,Fee Calculation,CARDA88,Audit,448,26,11,5,3,2,5,17,2,3,0.29,1,Low
Credit Cards,Fee Calculation,CARDI56,Interface,6185,66,16,15,6,1,17,48,11,11,0.11,0,Medium
Customer Management,Customer Onboarding,ONBRV93,Validation,4886,214,20,17,6,14,27,18,12,35,0.04,7,High
Fixed Deposits,FD Closure,FDCC63,Calculation,2843,119,22,18,8,5,29,29,21,31,0.04,10,High
Shared Utilities,Date Utility,DATEU83,Utility,5377,89,2,27,5,6,10,42,8,10,0.29,3,Medium
Credit Cards,Authorization,CCMI83,Interface,1299,56,15,5,9,6,13,30,8,14,0.21,1,Medium
Payments,External Transfer,AUTHB11,DatabaseAccess,1678,66,4,14,2,6,16,20,5,4,0.33,1,Medium
Payments,External Transfer,EXTA77,Audit,1533,37,13,8,4,4,6,39,2,13,0.14,2,Medium
Customer Management,Customer Profile Maintenance,PROFV57,Validation,6065,103,16,23,6,9,20,61,11,21,0.1,6,High
Reporting,Month End Reporting,RPTR94,ReportWriter,2734,145,12,17,9,8,8,14,19,24,0.04,6,High
Fixed Deposits,FD Creation,OPENV82,Validation,8751,27,4,2,3,0,6,13,1,5,0.33,1,Low
Shared Utilities,Format Utility,MASKM83,Compliance,7136,82,20,21,15,12,24,41,21,35,0.05,2,High
Customer Management,Customer Profile Maintenance,PROFC52,Calculation,2248,81,8,15,5,3,5,50,11,16,0.37,4,Medium
Credit Cards,Fee Calculation,GLMP59,BatchProcessor,2698,60,9,14,14,0,19,41,4,5,0.09,4,Medium
Shared Utilities,Date Utility,UTILU67,Utility,5874,90,5,12,4,5,18,37,2,18,0.23,2,Medium
Fixed Deposits,FD Closure,PAYD93,Driver,3537,99,17,15,6,1,8,10,11,5,0.26,3,Medium
Current Accounts,Charge Calculation,GLMP95,BatchProcessor,8813,96,15,8,9,14,26,50,23,10,0.13,7,High
Shared Utilities,Format Utility,OUTU66,Utility,5788,85,0,20,9,5,15,37,10,13,0.33,4,Medium
Shared Utilities,Packed Decimal Utility,NUMR95,ReportWriter,4613,137,21,16,10,7,15,50,22,28,0.15,10,High
Shared Utilities,Packed Decimal Utility,DECU51,Utility,4061,75,2,19,4,4,13,18,9,11,0.32,0,Medium
Payments,Standing Instructions,PAYV31,Validation,3638,133,14,8,10,6,28,38,15,33,0.15,4,High
Loans,Loan Closure,BALC49,Calculation,397,19,6,10,4,7,11,33,7,18,0.3,1,Medium
Current Accounts,Overdraft Control,ODMI86,Interface,1129,26,11,5,2,3,20,41,4,9,0.11,4,Medium
Customer Management,KYC Verification,DOCM96,Compliance,3028,143,20,20,12,8,21,21,30,22,0.0,6,High
Payments,Bill Payment,SCHDC80,Calculation,4291,36,11,2,5,2,3,57,0,6,0.34,0,Low
Current Accounts,Charge Calculation,GLMV87,Validation,4048,130,4,6,10,0,4,40,6,12,0.32,2,Medium
Reporting,Month End Reporting,SUMR16,ReportWriter,7701,67,4,15,8,3,11,20,7,11,0.2,2,Medium
Credit Cards,Authorization,AUTHP51,BatchProcessor,1764,150,11,13,16,11,20,63,13,27,0.12,8,High
Shared Utilities,Error Handling,UTILM41,Compliance,3720,6,3,11,3,4,2,15,2,2,0.29,1,Low
Customer Management,Customer Profile Maintenance,ADDRU14,Utility,4113,76,5,25,5,0,16,0,5,7,0.35,4,Medium
Reporting,Month End Reporting,GLMR11,ReportWriter,3243,3,1,8,7,0,3,0,1,6,0.53,1,Low
Loans,Collections,NOTICM36,Compliance,2195,143,8,5,8,5,15,25,4,15,0.27,3,Medium
Customer Management,Customer Profile Maintenance,ADDRP88,BatchProcessor,559,25,3,2,12,1,10,10,3,0,0.39,1,Low
Loans,Interest Calculation,ACCRV28,Validation,278,116,19,16,10,7,27,73,28,22,0.03,3,High
Compliance,Regulatory Reporting,REGM05,Compliance,2913,146,6,7,5,5,7,0,3,8,0.3,5,Medium
Reporting,Year End Reporting,AUDR67,ReportWriter,8633,150,12,3,9,5,27,41,18,35,0.09,8,High
Payments,Bill Payment,BILLA79,Audit,614,95,20,17,14,7,21,80,15,33,0.09,6,High
Customer Management,KYC Verification,ADDRU60,Utility,4059,33,3,8,5,0,5,11,0,5,0.6,0,Low
Credit Cards,Authorization,CARDV50,Validation,7504,197,11,6,6,5,23,55,15,28,0.08,2,High
Current Accounts,Overdraft Control,RISKD57,Driver,8110,12,19,4,0,1,12,62,1,0,0.48,0,Low
Compliance,AML Monitoring,AMLV40,Validation,6418,52,10,4,4,3,11,41,8,7,0.32,2,Medium
Current Accounts,Overdraft Control,ODMD78,Driver,5515,61,18,10,8,4,20,18,4,6,0.08,0,Medium
Credit Cards,Fee Calculation,POSTI85,Interface,7035,81,14,21,6,14,29,52,26,30,0.09,7,High
Customer Management,KYC Verification,AMLC42,Calculation,1247,16,0,6,0,2,4,17,2,5,0.38,0,Low
Reporting,Month End Reporting,RPTR14,ReportWriter,327,128,17,21,9,8,9,60,20,27,0.01,5,High
Credit Cards,Fraud Detection,FRDCHK,Validation,3595,173,14,15,5,3,24,29,14,28,0.14,4,High
Fixed Deposits,FD Creation,CUSTA90,Audit,2311,32,4,7,3,1,2,9,0,6,0.46,1,Low
Savings Accounts,Deposit Posting,DEPM51,Compliance,229,108,5,1,8,10,15,28,8,5,0.26,3,Medium
Savings Accounts,Interest Posting,STMTC02,Calculation,6332,25,3,4,2,5,16,62,7,4,0.22,2,Medium
Compliance,Audit Logging,LOGV82,Validation,2705,61,7,3,7,8,10,0,8,15,0.22,2,Medium
Reporting,Month End Reporting,SUMR74,ReportWriter,7958,208,16,16,12,13,26,10,33,24,0.01,8,High
Payments,Internal Transfer,AUTHC01,Calculation,5973,24,7,15,9,5,14,65,10,18,0.1,4,Medium
Shared Utilities,Packed Decimal Utility,NUMA42,Audit,8991,7,4,11,2,0,4,12,0,2,0.58,0,Low
Shared Utilities,Date Utility,HOLM31,Compliance,1613,73,0,13,4,9,8,7,1,3,0.46,1,Low
Compliance,Sanction Screening,NAMEM49,Compliance,6064,148,19,5,4,14,30,12,34,12,0.01,6,High
Loans,EMI Processing,PAYB76,DatabaseAccess,1735,60,15,9,11,15,18,85,8,12,0.2,10,High
Shared Utilities,Packed Decimal Utility,DECA60,Audit,3332,33,5,18,4,6,18,25,4,18,0.37,0,Medium
Current Accounts,Overdraft Control,BALB25,DatabaseAccess,4291,81,10,15,6,8,12,40,2,15,0.23,3,Medium
Loans,Loan Origination,CREDA66,Audit,1178,50,12,4,9,1,6,21,11,5,0.33,2,Medium
Shared Utilities,Date Utility,UTILC68,Calculation,988,152,7,28,15,6,19,72,33,29,0.13,3,High
Savings Accounts,Account Opening,ACCTC18,Calculation,5677,77,19,15,12,8,25,80,24,24,0.21,4,High
Loans,EMI Processing,PAYB90,DatabaseAccess,3185,72,11,1,9,7,14,23,10,13,0.35,4,Medium
Credit Cards,Authorization,CCMM24,Compliance,664,62,8,3,3,10,9,46,7,4,0.15,3,Medium
Payments,External Transfer,SWFTD33,Driver,1712,90,8,11,9,2,17,27,9,5,0.33,0,Medium
Loans,Loan Closure,CLOSEC15,Calculation,1957,136,8,17,14,11,32,42,27,10,0.04,9,High
Compliance,Regulatory Reporting,RPTC54,Calculation,386,71,12,8,4,6,13,46,9,9,0.21,4,Medium
Customer Management,Customer Profile Maintenance,ADDRP42,BatchProcessor,1046,149,19,21,14,5,28,56,19,24,0.1,10,High
Payments,Standing Instructions,PAYV30,Validation,4474,72,9,16,6,8,23,7,31,21,0.09,4,High
Reporting,Daily Reporting,FILER51,ReportWriter,590,106,14,17,12,3,16,28,22,20,0.01,10,High
Payments,Bill Payment,PAYA60,Audit,2344,24,9,3,3,2,7,9,1,2,0.42,0,Low
Loans,Interest Calculation,CALCB53,DatabaseAccess,1934,102,17,5,15,14,15,53,9,28,0.06,9,High
Customer Management,KYC Verification,KYCB68,DatabaseAccess,4866,22,10,5,7,10,17,7,9,7,0.27,0,Medium
Payments,Bill Payment,POSTC47,Calculation,1555,7,4,4,1,0,5,21,0,2,0.57,1,Low
Customer Management,Customer Onboarding,PROFC62,Calculation,7948,220,12,6,3,5,10,76,28,19,0.16,3,High
Credit Cards,Fraud Detection,AUTHC48,Calculation,2313,21,12,13,9,4,18,39,4,6,0.19,2,Medium
Shared Utilities,Packed Decimal Utility,FMTU66,Utility,6631,66,2,24,4,10,10,69,15,11,0.17,7,High
Credit Cards,Authorization,TXREAD,BatchProcessor,1814,37,10,4,11,2,19,52,1,4,0.25,0,Low
Loans,Loan Closure,PAYV81,Validation,521,199,21,12,3,12,24,78,30,31,0.07,4,High
Fixed Deposits,FD Closure,FDCB18,DatabaseAccess,2761,30,3,7,2,8,7,12,2,6,0.38,1,Low
Loans,Interest Calculation,POSTP80,BatchProcessor,1926,83,4,3,9,4,16,12,5,6,0.23,3,Medium
Current Accounts,Overdraft Control,LIMV75,Validation,3131,127,1,8,0,3,2,16,3,4,0.41,1,Low
Compliance,AML Monitoring,TXNU81,Utility,5678,70,1,17,9,7,17,10,7,8,0.27,3,Medium
Shared Utilities,Packed Decimal Utility,NUMM30,Compliance,1118,39,5,18,0,11,6,10,0,4,0.42,0,Low
Loans,Interest Calculation,CALCI58,Interface,1578,27,6,8,1,6,21,42,6,5,0.27,2,Medium
Reporting,Year End Reporting,RPTA26,Audit,8324,90,7,14,7,7,14,22,5,10,0.17,3,Medium
Savings Accounts,Interest Posting,ACCRV99,Validation,7942,6,1,10,1,2,7,60,2,2,0.48,0,Low
Savings Accounts,Account Opening,SAVB63,DatabaseAccess,810,24,5,9,1,15,14,24,1,3,0.34,0,Low
Payments,Standing Instructions,PAYI29,Interface,5367,65,13,14,5,0,19,10,2,8,0.35,0,Medium
Payments,External Transfer,SWFTD83,Driver,1033,93,14,1,2,1,21,7,2,2,0.53,0,Low
Credit Cards,Authorization,LIMD97,Driver,2049,115,9,5,15,4,25,46,16,11,0.01,7,High
Reporting,Month End Reporting,RPTR55,ReportWriter,2963,175,10,8,13,11,32,52,28,35,0.16,7,High
Reporting,Month End Reporting,RPTB86,DatabaseAccess,8400,50,10,11,4,8,8,26,9,5,0.29,0,Medium
Compliance,Sanction Screening,SANCV62,Validation,5614,99,11,15,7,1,4,1,10,5,0.16,4,Medium
Savings Accounts,Deposit Posting,ACCTC84,Calculation,3306,130,5,10,16,13,12,63,27,11,0.12,8,High
Reporting,Year End Reporting,RPTR74,ReportWriter,6790,29,3,7,11,8,12,15,2,18,0.25,4,Medium
Fixed Deposits,FD Closure,CLOSER52,ReportWriter,6889,132,6,23,14,6,22,9,14,20,0.06,3,High
Credit Cards,Fee Calculation,FEEU71,Utility,1874,36,13,22,7,6,4,47,10,9,0.23,4,Medium
Payments,Standing Instructions,SCHDU10,Utility,6040,142,4,17,14,6,13,66,8,29,0.05,9,High
Reporting,Year End Reporting,AUDD86,Driver,2837,88,18,10,0,3,21,14,1,5,0.43,0,Low
Fixed Deposits,FD Closure,PAYC95,Calculation,4664,36,0,1,2,3,6,68,1,0,0.46,1,Low
Savings Accounts,Withdrawal Processing,WDRD06,Driver,1233,97,16,12,8,5,22,64,8,12,0.17,3,Medium
Loans,EMI Processing,EMII08,Interface,722,143,15,24,6,10,24,59,19,34,0.07,3,High
Savings Accounts,Interest Posting,INTP95,BatchProcessor,1533,57,7,12,7,5,20,40,11,12,0.23,2,Medium
Compliance,AML Monitoring,AMLM91,Compliance,4494,108,3,9,1,4,6,11,0,2,0.39,4,Low
Credit Cards,Settlement,GLMC61,Calculation,1068,52,12,8,6,3,16,74,2,10,0.19,3,Medium
Savings Accounts,Account Opening,SAVC76,Calculation,1835,82,10,5,1,8,7,55,10,7,0.23,1,Medium
Payments,External Transfer,SWFTV37,Validation,1339,105,3,8,2,0,8,4,2,3,0.48,0,Low
Fixed Deposits,FD Renewal,RATEA60,Audit,3084,129,13,9,9,12,11,49,15,18,0.2,10,High
Savings Accounts,Interest Posting,BALP26,BatchProcessor,1157,3,0,5,6,0,17,28,1,6,0.39,0,Low
Savings Accounts,Interest Posting,INTU76,Utility,1739,62,5,10,4,8,4,10,11,9,0.31,4,Medium
Loans,EMI Processing,EMIA08,Audit,3234,219,7,19,3,2,24,65,17,28,0.03,4,High
Savings Accounts,Deposit Posting,BALU04,Utility,8592,208,4,8,16,14,22,47,32,31,0.11,4,High
Compliance,AML Monitoring,TXNM29,Compliance,8097,202,5,16,10,7,30,56,17,33,0.07,6,High
Shared Utilities,Packed Decimal Utility,FMTU25,Utility,3233,31,2,23,1,0,10,4,8,5,0.35,1,Medium
Savings Accounts,Withdrawal Processing,BALV85,Validation,8388,208,22,16,3,11,30,65,30,32,0.21,8,High
Payments,Bill Payment,BILLV99,Validation,3471,67,6,12,5,0,5,28,6,8,0.23,2,Medium
Payments,Internal Transfer,POSTI45,Interface,2219,87,15,7,7,0,17,21,7,11,0.19,2,Medium
Payments,Standing Instructions,STNDP55,BatchProcessor,3662,72,11,4,7,0,18,27,4,11,0.08,1,Medium
Credit Cards,Limit Management,AUTHA89,Audit,859,49,10,3,3,3,18,14,6,8,0.08,1,Medium
Compliance,Audit Logging,LOGM75,Compliance,4955,67,2,2,3,3,5,14,1,4,0.6,2,Low
Compliance,AML Monitoring,RISKI49,Interface,1677,81,15,7,5,7,12,40,5,17,0.2,5,Medium
Savings Accounts,Interest Posting,BALR61,ReportWriter,757,198,22,23,8,7,27,40,20,29,0.04,9,High
Compliance,AML Monitoring,RULER21,ReportWriter,7891,87,9,1,14,7,12,23,8,11,0.16,5,Medium
Current Accounts,Balance Maintenance,CURV97,Validation,6736,6,4,8,2,2,1,55,0,6,0.55,0,Low
Customer Management,Customer Onboarding,ADDRB54,DatabaseAccess,5682,61,7,3,7,16,19,0,3,11,0.11,2,Medium
Savings Accounts,Withdrawal Processing,LIMA05,Audit,4959,8,1,6,3,3,8,59,1,1,0.38,1,Low
Payments,Standing Instructions,POSTB59,DatabaseAccess,1275,47,14,1,7,11,9,6,8,4,0.36,3,Medium
Customer Management,Customer Onboarding,ADDRP41,BatchProcessor,2891,94,21,7,16,13,23,64,10,18,0.06,10,High
Reporting,Management MIS,FILEB60,DatabaseAccess,8388,79,3,10,10,11,19,26,5,18,0.34,2,Medium
Customer Management,Customer Onboarding,ADDRV51,Validation,3741,110,5,14,9,4,18,41,4,17,0.18,4,Medium
Reporting,Year End Reporting,TAXA75,Audit,5222,170,19,5,13,13,14,28,19,30,0.14,5,High
Credit Cards,Authorization,AUTHB55,DatabaseAccess,5845,49,12,10,3,6,18,64,2,7,0.24,1,Medium
Loans,Interest Calculation,LNINTD33,Driver,415,112,16,22,15,10,23,76,21,24,0.2,9,High
Compliance,Sanction Screening,KYCU95,Utility,1788,200,5,22,11,14,18,41,33,20,0.01,10,High
Compliance,Regulatory Reporting,RPTC17,Calculation,3183,120,6,9,9,7,31,63,19,18,0.12,9,High
