application_name,business_process,module_name,module_role,lines_of_code,branch_instruction_count,called_module_count,calling_module_count,file_io_count,database_access_count,macro_call_count,packed_decimal_instruction_count,historical_defect_count,change_count_last_12_months,comment_ratio,unsupported_instruction_count,risk_level
Savings Accounts,Deposit Posting,BALV98,Validation,4646,4,6,7,2,2,10,65,0,6,0.3,2,Low
Fixed Deposits,Interest Posting,INTB48,DatabaseAccess,8863,173,15,19,8,13,13,42,16,13,0.21,10,High
Fixed Deposits,FD Creation,DOCC45,Calculation,2020,62,5,5,2,2,22,56,9,6,0.3,4,Medium
Savings Accounts,Account Opening,CUSTP58,BatchProcessor,2391,34,13,5,11,0,11,26,13,10,0.22,2,Medium
Current Accounts,Balance Maintenance,UPDTA57,Audit,6356,98,6,1,1,3,12,53,15,18,0.35,0,Medium
Savings Accounts,Deposit Posting,BALB25,DatabaseAccess,4790,15,3,11,7,16,3,19,0,5,0.29,1,Low
Customer Management,Profile Maintenance,CUSTI50,Interface,844,165,21,7,7,5,35,35,32,12,0.15,7,High
Customer Management,Profile Maintenance,UPDTB40,DatabaseAccess,2887,15,7,12,4,16,10,1,2,6,0.32,1,Low
Current Accounts,Charge Calculation,CHGV33,Validation,6040,64,12,10,7,1,8,42,16,10,0.17,0,Medium
Loans,Loan Origination,DOCA70,Audit,8217,203,19,16,7,15,35,64,18,13,0.27,11,High
Compliance,Regulatory Reporting,RPTM63,Compliance,8632,10,1,1,4,2,1,4,2,3,0.53,0,Low
Payments,Bill Payment,BILLV09,Validation,5126,85,0,1,0,3,3,3,0,9,0.32,3,Low
Current Accounts,Balance Maintenance,UPDTM45,Compliance,8343,68,9,29,13,7,27,84,35,11,0.28,4,High
Reporting,Year End Reporting,TAXU10,Utility,4390,55,3,29,7,2,3,13,5,2,0.38,1,Low
Customer Management,Customer Onboarding,KYCV78,Validation,2203,124,21,4,4,6,34,29,19,25,0.06,3,High
Payments,Standing Instruction,DATEC31,Calculation,4343,151,11,29,14,11,29,74,17,25,0.0,8,Medium
Shared Utilities,Packed Decimal Utility,UTILU85,Utility,6608,184,4,27,4,8,16,64,33,28,0.11,8,High
Fixed Deposits,Interest Posting,GLMD71,Driver,2319,67,19,11,10,10,10,16,18,23,0.33,5,Medium
Customer Management,Customer Onboarding,KYCA36,Audit,3256,59,2,10,1,4,9,0,6,0,0.32,1,Medium
Savings Accounts,Withdrawal Processing,CASHA11,Audit,3227,69,24,27,15,11,15,37,34,31,0.18,9,High
Shared Utilities,Date Utility,HOLR51,ReportWriter,654,133,21,6,10,11,25,52,18,13,0.11,9,High
Current Accounts,Balance Maintenance,CURU48,Utility,5688,125,1,28,6,2,27,52,11,11,0.19,10,High
Compliance,Audit Logging,TRACEM62,Compliance,7039,54,9,19,7,4,17,26,5,14,0.18,4,Medium
Shared Utilities,Format Utility,FMTA70,Audit,273,44,11,20,7,2,18,36,6,16,0.08,5,Medium
Credit Cards,Authorization,CCMD94,Driver,3509,209,9,20,6,5,22,47,33,25,0.21,10,High
Loans,Loan Origination,APPRD72,Driver,2413,60,16,0,1,4,7,25,6,4,0.47,3,Low
Credit Cards,Limit Management,CRLIMV87,Validation,1265,130,8,28,9,5,11,42,12,28,0.24,6,High
Payments,External Transfer,AUTHI44,Interface,802,33,5,1,6,5,5,16,2,2,0.59,2,Low
Fixed Deposits,FD Closure,CLOSEU92,Utility,5444,159,5,28,17,13,19,50,29,21,0.03,6,High
Savings Accounts,Withdrawal Processing,BALR31,ReportWriter,5466,41,5,14,6,1,9,79,5,4,0.36,1,Low
Loans,Loan Origination,APPRC93,Calculation,5628,79,13,1,5,7,9,67,5,24,0.1,4,Medium
Loans,Loan Closure,LNCLSC61,Calculation,5925,40,2,8,3,4,12,11,8,6,0.59,0,Low
Reporting,Management MIS,RPTR20,ReportWriter,7067,188,11,4,10,11,14,13,16,17,0.06,6,High
Loans,Interest Calculation,POSTM19,Compliance,4976,174,22,20,14,11,17,89,27,31,0.06,4,High
Current Accounts,Overdraft Control,BALC89,Calculation,2506,24,2,1,5,2,1,20,0,0,0.33,3,Low
Fixed Deposits,Interest Posting,GLMC27,Calculation,1118,51,20,13,8,12,28,64,15,22,0.05,12,High
Shared Utilities,Date Utility,CALU78,Utility,1617,212,1,6,15,9,19,66,18,28,0.12,8,High
Shared Utilities,Date Utility,UTILU74,Utility,2282,44,3,24,5,1,10,40,14,6,0.12,1,Medium
Reporting,Management MIS,DASHP81,BatchProcessor,5046,102,12,26,7,11,32,8,17,11,0.12,2,High
Customer Management,Profile Maintenance,CUSTC09,Calculation,1344,37,7,15,3,6,19,74,18,6,0.19,3,Medium
Current Accounts,Overdraft Control,ODMP60,BatchProcessor,3529,10,4,8,6,1,9,36,8,10,0.62,3,Low
Fixed Deposits,Interest Posting,ACCRC04,Calculation,318,95,7,28,3,3,26,62,18,36,0.11,12,Medium
Loans,EMI Processing,POSTC27,Calculation,8747,179,19,5,10,6,24,51,20,13,0.23,12,High
Fixed Deposits,Interest Posting,ACCRB84,DatabaseAccess,732,52,7,11,4,7,1,10,3,11,0.27,3,Low
Compliance,AML Monitoring,TXNM67,Compliance,668,26,6,10,6,5,9,6,5,4,0.25,5,Low
Current Accounts,Balance Maintenance,LEDGR70,ReportWriter,4805,78,6,8,14,6,7,32,11,16,0.08,5,Medium
Current Accounts,Charge Calculation,FEEP14,BatchProcessor,4038,113,14,20,10,3,15,24,11,3,0.39,2,Medium
Shared Utilities,Date Utility,DATEM30,Compliance,3143,28,1,5,2,3,11,12,1,3,0.4,3,Low
Compliance,Audit Logging,LOGR97,ReportWriter,8227,27,7,7,12,1,3,23,4,4,0.51,1,Low
Credit Cards,Fraud Detection,FRDD11,Driver,6990,17,20,12,6,1,1,55,4,1,0.45,0,Low
Current Accounts,Charge Calculation,GLMM31,Compliance,5269,103,4,17,4,8,21,64,31,19,0.03,7,High
Compliance,AML Monitoring,TXNA10,Audit,7148,22,13,1,1,6,13,53,5,10,0.26,6,Medium
Reporting,Month End Reporting,RPTD36,Driver,2494,63,9,18,14,8,14,42,15,16,0.21,0,Medium
Reporting,Month End Reporting,SUMR86,ReportWriter,2794,108,10,12,16,9,12,11,14,17,0.23,5,Medium
Fixed Deposits,FD Creation,ACCTV00,Validation,8737,180,13,17,4,7,32,27,24,38,0.11,6,High
Shared Utilities,Packed Decimal Utility,NUMU46,Utility,2164,54,0,24,6,4,4,9,2,6,0.27,0,Low
Savings Accounts,Deposit Posting,BALU45,Utility,2072,197,2,30,13,8,31,45,13,37,0.1,11,Medium
Compliance,AML Monitoring,AMLA48,Audit,3443,156,11,13,7,5,19,61,21,13,0.12,7,High
Loans,Loan Origination,APPRA95,Audit,4761,48,2,11,0,0,1,59,5,3,0.23,3,Low
Compliance,Sanction Screening,KYCB66,DatabaseAccess,5561,34,5,11,4,5,12,11,8,8,0.4,10,Low
Savings Accounts,Interest Posting,BALA39,Audit,5658,117,7,3,8,10,9,30,4,4,0.27,6,Medium
Compliance,Sanction Screening,NAMEA53,Audit,5283,152,11,23,4,8,32,42,13,23,0.06,5,High
Payments,External Transfer,ACHM34,Compliance,1189,103,6,14,3,3,16,49,9,21,0.24,2,Medium
Savings Accounts,Account Opening,ACCTU85,Utility,4385,73,1,23,11,9,7,76,17,14,0.25,5,Medium
Current Accounts,Overdraft Control,RISKV86,Validation,4659,136,9,16,8,1,12,58,16,4,0.2,3,Medium
Current Accounts,Overdraft Control,RISKC55,Calculation,6781,80,22,12,17,10,20,55,27,29,0.06,6,High
Reporting,Management MIS,RPTA98,Audit,3989,31,2,13,14,0,5,8,4,10,0.45,3,Medium
Compliance,Regulatory Reporting,RECONU33,Utility,992,54,5,13,3,4,5,49,6,16,0.32,8,Medium
Reporting,Daily Reporting,DAYR63,ReportWriter,8963,29,6,13,7,2,3,25,0,5,0.33,2,Low
Customer Management,Customer Onboarding,ONBRC88,Calculation,4826,40,3,12,2,0,12,77,7,11,0.55,2,Low
Reporting,Daily Reporting,SUMU47,Utility,5446,21,0,16,10,8,9,17,9,11,0.14,2,Medium
Payments,Standing Instruction,DATEI22,Interface,7049,116,9,3,17,7,25,88,29,17,0.26,10,High
Loans,Collections,COLLM08,Compliance,5365,58,8,8,8,4,22,36,6,5,0.28,0,Medium
Compliance,AML Monitoring,SCANM18,Compliance,4171,60,11,14,1,2,13,53,4,21,0.2,2,Medium
Current Accounts,Balance Maintenance,UPDTU97,Utility,8192,198,0,26,2,12,9,60,24,26,0.22,7,High
Savings Accounts,Deposit Posting,ACCTC14,Calculation,232,47,2,0,6,5,10,76,4,9,0.54,3,Low
Credit Cards,Fee Calculation,CALCB42,DatabaseAccess,5262,200,20,24,14,11,14,21,20,25,0.12,8,High
Reporting,Daily Reporting,FILEU17,Utility,7563,198,5,26,14,8,30,83,12,38,0.21,4,High
Current Accounts,Overdraft Control,ODMM01,Compliance,243,120,20,13,6,2,26,41,24,36,0.01,5,Medium
Fixed Deposits,FD Closure,GLMP14,BatchProcessor,462,89,12,20,3,2,18,50,14,10,0.4,0,Medium
Savings Accounts,Account Opening,OPENU06,Utility,626,107,3,30,16,4,7,13,27,11,0.09,6,High
Shared Utilities,Error Handling,ERRU44,Utility,4073,74,2,20,8,8,6,34,8,18,0.32,0,Medium
Compliance,Regulatory Reporting,REGA24,Audit,1105,47,6,13,10,10,18,46,6,9,0.25,3,High
Loans,Loan Closure,BALB03,DatabaseAccess,621,85,8,10,12,8,19,39,13,12,0.34,4,Medium
Fixed Deposits,Interest Posting,ACCRB75,DatabaseAccess,1719,38,5,1,0,8,7,5,4,6,0.19,0,Low
Compliance,AML Monitoring,SCANM09,Compliance,2207,90,17,4,17,3,33,4,18,22,0.13,10,High
Compliance,AML Monitoring,RISKM03,Compliance,395,15,4,9,4,5,10,1,2,3,0.29,3,Low
Credit Cards,Authorization,AUTHI24,Interface,4981,59,18,25,12,2,22,68,30,13,0.19,11,High
Credit Cards,Limit Management,CARDD89,Driver,6095,75,10,17,5,0,22,52,17,19,0.32,4,Medium
Savings Accounts,Withdrawal Processing,WDRR47,ReportWriter,5296,45,4,16,7,2,16,30,15,16,0.11,1,Low
Customer Management,Customer Onboarding,CUSTM34,Compliance,399,22,6,0,5,4,5,20,4,1,0.16,3,Low
Credit Cards,Authorization,CCMA02,Audit,8275,74,24,11,5,8,21,59,22,22,0.16,10,High
Customer Management,Profile Maintenance,PROFU82,Utility,180,26,0,22,12,4,12,2,12,7,0.23,2,Medium
Shared Utilities,Packed Decimal Utility,UTILA28,Audit,5392,47,17,6,9,6,12,6,29,17,0.03,9,High
Loans,Collections,COLLC67,Calculation,6635,81,10,16,1,7,3,67,5,14,0.12,5,Medium
Fixed Deposits,Interest Posting,ACCRR81,ReportWriter,6492,7,0,7,7,0,11,21,7,6,0.38,1,Low
Loans,Collections,NTCEC83,Calculation,674,33,13,7,12,8,3,54,4,22,0.24,4,Medium
Current Accounts,Charge Calculation,GLMV11,Validation,8327,199,16,11,11,9,33,67,34,38,0.04,12,High
Shared Utilities,Error Handling,LOGU65,Utility,7718,125,3,14,10,16,26,20,27,9,0.0,10,High
Customer Management,Customer Onboarding,DOCC07,Calculation,3264,22,7,9,12,9,6,69,4,9,0.09,6,Medium
Credit Cards,Fraud Detection,CARDA77,Audit,1475,13,4,5,6,4,12,53,8,11,0.51,1,Low
Compliance,Sanction Screening,SANCV47,Validation,1809,74,4,4,9,9,4,1,15,25,0.06,7,Medium
Savings Accounts,Interest Posting,ACCRV79,Validation,874,45,6,5,2,1,8,45,0,11,0.44,0,Low
Credit Cards,Settlement,RECONC89,Calculation,2777,12,5,4,1,3,7,25,4,4,0.41,0,Low
Loans,Loan Origination,APPRP82,BatchProcessor,505,25,12,3,1,7,22,65,11,8,0.29,2,High
Fixed Deposits,FD Renewal,FDMU53,Utility,7786,198,1,28,5,6,32,59,17,19,0.08,2,High
Fixed Deposits,FD Renewal,CUSTM81,Compliance,3679,31,2,4,7,4,3,23,5,9,0.29,2,Low
Savings Accounts,Account Opening,KYCVU15,Utility,586,17,1,14,1,1,4,14,5,1,0.54,1,Low
Shared Utilities,Error Handling,MSGU96,Utility,5185,117,1,24,11,3,22,48,6,6,0.26,6,Medium
Payments,Internal Transfer,POSTD78,Driver,3775,63,19,3,8,13,25,19,22,31,0.03,8,High
Current Accounts,Charge Calculation,FEEA42,Audit,4372,89,13,9,1,6,17,71,6,12,0.31,4,Medium
Shared Utilities,Packed Decimal Utility,FMTU13,Utility,4705,84,1,15,4,6,20,2,14,10,0.39,2,Medium
Reporting,Daily Reporting,RPTV76,Validation,3671,128,16,9,15,2,22,50,14,24,0.0,11,High
Customer Management,KYC Verification,IDCHKR72,ReportWriter,4482,16,7,13,7,5,11,3,2,9,0.21,1,Low
Fixed Deposits,FD Renewal,RATEB43,DatabaseAccess,3929,167,7,10,10,13,27,55,34,9,0.07,4,High
Savings Accounts,Account Opening,SAVR01,ReportWriter,8818,6,7,9,12,5,9,21,2,0,0.36,1,Low
Loans,Loan Origination,LOANP30,BatchProcessor,2787,83,5,12,8,8,12,60,9,25,0.2,3,Medium
Loans,Collections,RISKU79,Utility,2606,148,0,27,16,14,28,80,16,34,0.01,4,Medium
Loans,Loan Origination,APPRU99,Utility,7125,99,1,19,11,4,15,37,4,21,0.22,6,Medium
Shared Utilities,Format Utility,MASKV33,Validation,2639,134,10,9,3,9,22,12,14,5,0.27,3,Medium
Customer Management,Profile Maintenance,PROFI30,Interface,3814,111,5,19,12,6,5,0,15,5,0.23,2,Medium
Payments,Internal Transfer,XFERC46,Calculation,6334,40,10,13,7,0,9,25,3,17,0.18,2,Medium
Customer Management,Customer Onboarding,KYCC25,Calculation,3124,108,6,13,11,2,18,18,9,16,0.08,4,Medium
Current Accounts,Balance Maintenance,CURP89,BatchProcessor,7135,36,1,2,2,1,14,36,13,25,0.29,5,Medium
Compliance,Sanction Screening,SCRNB73,DatabaseAccess,768,62,20,16,17,11,16,21,23,31,0.02,10,High
Current Accounts,Overdraft Control,AUTHD51,Driver,3236,36,8,4,9,7,12,43,7,24,0.28,4,Medium
Shared Utilities,Date Utility,CHKA13,Audit,410,199,6,23,4,16,7,59,23,34,0.09,7,High
Customer Management,KYC Verification,DOCI12,Interface,6090,67,12,4,6,10,8,7,10,23,0.25,1,Medium
Fixed Deposits,FD Renewal,RENWC26,Calculation,985,160,15,18,10,5,30,63,13,19,0.21,2,High
Fixed Deposits,FD Closure,CLOSEC72,Calculation,6444,31,6,12,7,5,12,49,1,7,0.4,1,Low
Credit Cards,Fee Calculation,FEECALC,Calculation,4955,113,2,20,7,8,18,55,10,21,0.4,2,Medium
Savings Accounts,Deposit Posting,POSTA87,Audit,6136,91,7,14,11,4,7,39,12,13,0.23,0,Medium
Loans,Loan Closure,PAYP56,BatchProcessor,6591,130,18,10,8,8,14,78,30,16,0.02,11,Medium
Customer Management,Profile Maintenance,UPDTV22,Validation,372,79,14,6,7,3,8,4,11,20,0.2,3,Medium
Shared Utilities,Error Handling,LOGC41,Calculation,901,43,5,8,3,1,9,34,5,4,0.4,1,Low
Compliance,Audit Logging,LOGB53,DatabaseAccess,5080,32,0,1,6,6,3,4,8,9,0.42,7,Low
Customer Management,KYC Verification,IDCHKI02,Interface,6262,108,14,18,3,1,4,19,10,18,0.35,1,Medium
Loans,Loan Closure,PAYM91,Compliance,6705,209,5,8,8,16,13,76,19,36,0.06,9,High
Customer Management,Profile Maintenance,PROFV55,Validation,1972,132,6,19,5,3,9,15,6,21,0.31,0,Medium
Credit Cards,Fee Calculation,CALCD64,Driver,5454,155,16,13,18,5,11,54,20,16,0.22,5,High
Customer Management,KYC Verification,IDCHKI86,Interface,2101,118,17,10,3,2,27,44,33,17,0.21,5,High
Reporting,Month End Reporting,RPTU25,Utility,806,190,4,21,14,8,30,15,15,23,0.03,9,High
Loans,EMI Processing,INSTC91,Calculation,2955,113,5,7,11,3,7,82,9,18,0.15,9,High
Payments,Internal Transfer,AUTHC21,Calculation,8090,65,14,6,7,5,26,51,11,29,0.12,9,High
Customer Management,Profile Maintenance,PROFC04,Calculation,3795,86,9,4,9,4,14,27,14,16,0.13,4,Medium
Reporting,Year End Reporting,TAXU65,Utility,5977,9,3,10,11,2,1,7,7,4,0.29,0,Low
Payments,Bill Payment,PAYA22,Audit,2539,91,12,10,18,15,10,62,33,38,0.01,10,High
Compliance,Sanction Screening,SCRNI62,Interface,6050,28,4,8,4,6,6,46,11,10,0.1,5,Medium
Reporting,Year End Reporting,GLMR36,ReportWriter,8242,56,23,5,11,7,17,75,23,27,0.08,10,Medium
Payments,Bill Payment,SCHDV70,Validation,6680,35,1,12,7,1,2,23,2,0,0.56,0,Low
Compliance,Audit Logging,TRACEM14,Compliance,5454,67,9,18,10,1,10,5,16,5,0.07,2,Medium
Payments,Internal Transfer,POSTC95,Calculation,5408,33,0,5,7,1,9,38,5,10,0.54,2,Low
Credit Cards,Fraud Detection,FRDA75,Audit,6447,106,14,7,8,0,5,53,5,19,0.21,1,High
Compliance,Sanction Screening,SCRNB09,DatabaseAccess,4055,133,13,16,13,16,12,11,26,29,0.1,6,High
Current Accounts,Balance Maintenance,CURR25,ReportWriter,7281,169,6,19,15,6,9,63,8,11,0.09,11,High
Loans,Collections,RISKR43,ReportWriter,6616,86,11,28,16,11,21,24,14,19,0.04,10,High
Current Accounts,Balance Maintenance,ACCTI91,Interface,593,217,24,7,11,4,25,42,19,14,0.04,8,High
Compliance,Sanction Screening,NAMEV24,Validation,8722,135,10,22,17,12,33,77,22,15,0.24,8,High
Payments,Standing Instruction,SCHDC50,Calculation,7461,10,0,8,6,5,5,49,0,0,0.28,2,Low
Customer Management,Customer Onboarding,DOCR32,ReportWriter,6058,6,6,8,16,4,6,10,2,1,0.33,1,Low
Credit Cards,Settlement,RECONA74,Audit,5978,30,7,4,1,5,2,25,5,11,0.53,3,Low
Savings Accounts,Deposit Posting,LEDGM69,Compliance,2554,162,11,23,18,4,17,66,18,32,0.15,2,High
Reporting,Year End Reporting,RPTR31,ReportWriter,6382,90,3,19,11,2,7,20,13,23,0.37,5,Medium
Credit Cards,Authorization,CCMI27,Interface,7371,192,8,17,15,16,31,36,29,15,0.19,5,High
Compliance,Regulatory Reporting,RECONA19,Audit,2164,73,5,1,3,9,6,8,16,19,0.4,6,Medium
Customer Management,Customer Onboarding,DOCM00,Compliance,4530,69,9,7,12,0,5,22,8,9,0.24,1,Medium
Loans,Interest Calculation,POSTA54,Audit,2628,8,6,5,1,4,10,41,2,2,0.52,1,Low
Fixed Deposits,FD Closure,GLMV53,Validation,808,142,5,3,5,0,7,2,3,2,0.58,1,Low
Loans,Loan Closure,CLOSEA97,Audit,708,100,24,10,12,10,19,74,20,36,0.25,6,High
Credit Cards,Settlement,GLMM03,Compliance,5529,29,5,5,7,6,8,17,11,11,0.17,3,Medium
Fixed Deposits,Interest Posting,POSTB15,DatabaseAccess,237,44,10,8,5,9,14,37,12,24,0.32,6,Medium
Shared Utilities,Error Handling,ABNDU87,Utility,3741,163,3,17,9,6,20,10,22,15,0.25,7,High
Reporting,Month End Reporting,MONU64,Utility,7440,195,6,30,6,11,12,59,10,21,0.15,7,High
Customer Management,Profile Maintenance,PROFI39,Interface,8461,65,9,9,4,8,16,38,35,20,0.17,12,High
Current Accounts,Overdraft Control,RISKP45,BatchProcessor,424,38,5,12,6,5,5,56,2,11,0.34,2,Low
Credit Cards,Settlement,SETLM13,Compliance,4639,74,8,5,7,7,19,66,6,14,0.35,2,Medium
Fixed Deposits,FD Closure,GLMB67,DatabaseAccess,1709,109,5,25,17,12,18,70,34,21,0.21,8,High
Savings Accounts,Withdrawal Processing,LIMI89,Interface,2173,82,8,19,11,5,12,36,3,15,0.34,3,Medium
Shared Utilities,Error Handling,LOGU71,Utility,6508,149,4,23,8,6,23,26,22,23,0.22,4,High
Compliance,Sanction Screening,RULEC52,Calculation,4984,21,3,8,4,1,5,43,5,0,0.27,6,Medium
Reporting,Year End Reporting,TAXC36,Calculation,8796,53,5,4,6,0,9,37,5,5,0.57,3,Low
Credit Cards,Fraud Detection,FRDCHK,Validation,496,185,13,12,18,10,15,28,34,25,0.14,12,High
Reporting,Year End Reporting,RPTV49,Validation,4332,169,15,7,14,3,12,89,18,19,0.14,12,High
Credit Cards,Settlement,POSTI68,Interface,940,147,7,7,10,16,28,80,13,28,0.25,4,Medium
Credit Cards,Fraud Detection,RISKC41,Calculation,8707,195,5,5,3,4,9,89,28,32,0.08,3,High
Reporting,Month End Reporting,SUMD94,Driver,6456,64,14,16,12,4,12,48,8,6,0.35,4,Medium
Reporting,Daily Reporting,FILEP34,BatchProcessor,6434,3,6,5,12,1,10,13,5,2,0.59,2,Low
Reporting,Daily Reporting,RPTU53,Utility,2238,99,0,27,7,3,17,2,16,16,0.33,4,Medium
Savings Accounts,Withdrawal Processing,LIMI32,Interface,2438,4,6,14,4,0,3,78,7,9,0.27,3,Low
Reporting,Year End Reporting,TAXM23,Compliance,2262,39,1,18,5,7,7,51,14,21,0.15,4,Medium
Credit Cards,Fee Calculation,POSTI23,Interface,1653,113,5,5,7,1,10,52,7,24,0.36,3,Medium
Credit Cards,Fee Calculation,CARDC26,Calculation,6319,108,10,11,4,3,6,55,15,8,0.27,4,Low
Current Accounts,Charge Calculation,CALCD22,Driver,4612,42,15,12,4,0,11,39,0,11,0.49,0,Low
Credit Cards,Fraud Detection,CARDB67,DatabaseAccess,3084,40,4,6,3,15,12,25,7,0,0.51,2,Low
Shared Utilities,Date Utility,HOLR50,ReportWriter,4450,44,6,0,7,1,10,13,4,5,0.53,3,Low
Compliance,AML Monitoring,RISKM81,Compliance,548,167,21,18,16,9,25,58,35,15,0.04,10,High
Customer Management,Customer Onboarding,CUSTV07,Validation,399,86,14,11,18,3,8,76,27,20,0.1,10,High
Fixed Deposits,FD Closure,GLMU20,Utility,4864,18,1,14,1,1,4,18,0,6,0.38,2,Low
Customer Management,Customer Onboarding,CUSTC68,Calculation,4668,35,7,1,7,5,12,78,3,5,0.43,2,Low
Current Accounts,Balance Maintenance,UPDTB90,DatabaseAccess,4426,22,0,8,6,10,7,53,0,11,0.25,2,Low
Fixed Deposits,FD Closure,GLMR29,ReportWriter,8409,107,10,20,7,2,12,13,5,25,0.17,5,Medium
Savings Accounts,Account Opening,CUSTA92,Audit,613,49,6,6,4,3,2,45,7,1,0.19,2,Low
Loans,Collections,PAYV57,Validation,1986,108,12,8,3,9,22,65,11,20,0.11,1,Medium
Credit Cards,Fee Calculation,CARDM49,Compliance,2387,49,0,7,7,4,10,53,7,6,0.61,3,Low
Credit Cards,Limit Management,AUTHM79,Compliance,1350,25,1,14,6,8,21,62,7,11,0.16,6,High
Reporting,Management MIS,SUMD67,Driver,6348,104,8,9,14,3,13,64,8,37,0.16,10,High
Payments,Internal Transfer,AUTHR90,ReportWriter,1289,115,10,1,14,7,16,11,6,4,0.38,5,Medium
Compliance,Sanction Screening,KYCM41,Compliance,4521,45,7,13,14,15,31,39,31,28,0.12,5,High
Savings Accounts,Deposit Posting,POSTB21,DatabaseAccess,6832,60,4,16,6,16,9,50,14,19,0.32,1,Medium
Shared Utilities,Format Utility,OUTU99,Utility,5501,19,2,25,6,0,9,12,5,0,0.46,1,Low
Compliance,AML Monitoring,AMLV71,Validation,4771,31,5,5,5,4,3,6,0,1,0.47,0,Low
Compliance,Audit Logging,ERRV38,Validation,5883,105,6,7,1,3,6,14,0,10,0.17,7,Low
Payments,External Transfer,SWFTM73,Compliance,6526,56,14,2,9,3,16,38,8,11,0.39,5,Medium
Loans,Loan Origination,LOANM51,Compliance,306,24,5,14,5,5,9,11,4,6,0.21,3,Low
Reporting,Management MIS,DASHU29,Utility,674,202,1,16,14,6,33,67,14,34,0.12,12,High
Current Accounts,Overdraft Control,RISKB83,DatabaseAccess,6170,115,10,4,3,12,20,47,11,8,0.38,1,Medium
Shared Utilities,Packed Decimal Utility,FMTU28,Utility,3973,39,1,23,10,0,8,25,18,9,0.08,3,Medium
Shared Utilities,Error Handling,ERRC57,Calculation,5538,35,4,2,4,3,4,24,5,11,0.59,0,Low
Loans,EMI Processing,BALP47,BatchProcessor,5220,22,0,10,2,5,4,25,4,7,0.46,1,Low
Compliance,AML Monitoring,TXNM06,Compliance,547,90,14,25,18,4,13,51,28,14,0.11,12,High
Reporting,Month End Reporting,GLMR74,ReportWriter,8201,22,4,19,10,10,14,16,18,14,0.35,5,Medium
Loans,Loan Closure,PAYV03,Validation,2057,127,13,21,18,11,25,27,14,10,0.19,3,Medium
Credit Cards,Authorization,CCMD91,Driver,8076,23,11,14,5,1,1,64,1,1,0.52,1,Low
Payments,Bill Payment,POSTU21,Utility,2358,109,3,27,10,7,21,48,14,18,0.14,4,Medium
Loans,Collections,DUEC03,Calculation,5475,118,5,4,11,8,16,27,5,24,0.08,1,Medium
Customer Management,Profile Maintenance,ADDRM98,Compliance,4500,25,2,7,6,1,12,11,8,10,0.4,1,Low
Fixed Deposits,FD Creation,ACCTV99,Validation,377,127,7,8,2,3,12,6,7,3,0.61,1,Low
Customer Management,KYC Verification,NAMEV97,Validation,4407,53,5,13,3,1,4,16,6,5,0.51,3,Low
Compliance,Sanction Screening,SCRNU96,Utility,1443,40,1,16,4,1,12,23,4,6,0.38,5,Low
Compliance,Audit Logging,TRACEM77,Compliance,5241,54,2,6,4,0,5,5,1,11,0.39,2,Low
Fixed Deposits,FD Renewal,CUSTR54,ReportWriter,7617,118,4,20,12,10,9,43,13,7,0.33,4,Medium
Shared Utilities,Packed Decimal Utility,NUMU24,Utility,4652,18,3,19,2,0,11,16,2,0,0.33,3,Low
Compliance,Regulatory Reporting,REGM43,Compliance,3648,59,4,12,8,10,5,7,11,7,0.32,9,Medium
Current Accounts,Balance Maintenance,UPDTB08,DatabaseAccess,3404,64,17,7,4,12,10,37,19,14,0.05,3,High
Credit Cards,Settlement,SETLM92,Compliance,1301,198,22,15,9,13,26,73,31,18,0.1,11,High
Savings Accounts,Deposit Posting,POSTC21,Calculation,1315,112,7,14,1,6,9,41,17,13,0.22,3,Medium
Current Accounts,Overdraft Control,RISKB82,DatabaseAccess,3912,6,1,7,0,11,6,62,1,5,0.56,0,Low
Compliance,Audit Logging,TRACEM15,Compliance,2136,120,12,5,11,10,16,2,8,12,0.1,7,Medium
Savings Accounts,Deposit Posting,BALB40,DatabaseAccess,4355,49,14,15,8,13,18,47,8,13,0.17,3,High
Current Accounts,Balance Maintenance,CURC75,Calculation,5204,59,3,10,2,1,12,37,6,15,0.18,5,Medium
Credit Cards,Limit Management,CARDP45,BatchProcessor,1278,47,3,10,1,0,4,77,6,7,0.16,3,Medium
Savings Accounts,Interest Posting,ACCRB52,DatabaseAccess,1875,90,12,3,12,12,4,58,12,11,0.18,2,High
Compliance,Regulatory Reporting,RPTM05,Compliance,869,105,17,7,13,3,29,89,17,30,0.03,10,Medium
Shared Utilities,Format Utility,TEXTU59,Utility,2029,45,6,24,5,6,11,29,7,7,0.36,5,Medium
Credit Cards,Settlement,ACQD21,Driver,662,38,6,11,3,1,8,46,4,7,0.35,2,Low
Credit Cards,Authorization,CUSTVAL,Validation,2661,127,3,1,4,2,9,41,1,1,0.24,3,Low
Reporting,Year End Reporting,GLMR68,ReportWriter,4728,99,6,12,14,12,18,70,24,17,0.03,6,High
Loans,EMI Processing,POSTP90,BatchProcessor,4289,18,1,5,6,4,6,28,0,11,0.18,3,Low
Customer Management,Customer Onboarding,KYCV54,Validation,750,124,12,7,3,3,18,48,17,22,0.28,12,High
Fixed Deposits,FD Creation,ACCTP55,BatchProcessor,939,32,0,8,0,0,5,16,1,7,0.26,2,Low
Payments,Standing Instruction,POSTM52,Compliance,3022,47,1,9,7,1,10,12,7,3,0.17,3,Low
